inchi_key	moa	gene_symbol	entrez_gene_id	tax_id	tax_name
HKPHVFFQXHMOHX-UHFFFAOYSA-N	5-HT3 receptor agonist	HTR3E	285242	9606	Homo sapiens
NQQBNZBOOHHVQP-UHFFFAOYSA-N	SAPK1c (JNK1) Inhibitors	MAPK8	5599	9606	Homo sapiens
YPRWYZSUBZXORL-UHFFFAOYSA-N	phenylethanolamine N-methyltransferase inhibitor	PNMT	5409	9606	Homo sapiens
GPTKKIOZEZUGBH-RTWAWAEBSA-N	K(ATP) Channel Activators	KCNJ8	3764	9606	Homo sapiens
GPTKKIOZEZUGBH-RTWAWAEBSA-N	K(ATP) Channel Activators	KCNJ11	3767	9606	Homo sapiens
GPTKKIOZEZUGBH-RTWAWAEBSA-N	K(ATP) Channel Activators	ABCC8	6833	9606	Homo sapiens
GPTKKIOZEZUGBH-RTWAWAEBSA-N	K(ATP) Channel Activators	ABCC9	10060	9606	Homo sapiens
YAWWQIFONIPBKT-FQEVSTJZSA-N	Erythrocyte Cl- transport system inhibitor	SLC12A4	6560	9606	Homo sapiens
VZJHQHUOVIDRCF-UHFFFAOYSA-N	UGT2B7 gene inhibitor	UGT2B7	7364	9606	Homo sapiens
IUNFWMWQNWQIFS-UHFFFAOYSA-N	5-HT3 receptor agonist	HTR3B	9177	9606	Homo sapiens
IUNFWMWQNWQIFS-UHFFFAOYSA-N	5-HT3 receptor agonist	HTR3C	170572	9606	Homo sapiens
IUNFWMWQNWQIFS-UHFFFAOYSA-N	5-HT3 receptor agonist	HTR3D	200909	9606	Homo sapiens
IUNFWMWQNWQIFS-UHFFFAOYSA-N	5-HT3 receptor agonist	HTR3E	285242	9606	Homo sapiens
VWAGKEVPPOVJMV-GEVRCRHISA-N	Niemann-Pick C1-like protein 1 (NPC1L1) Inhibitors;ABCA1 Expression Inhibitors;HMGCS2 Expression Enhancers;Cholesterol Absorption Inhibitors	ABCA1	19	9606	Homo sapiens
VWAGKEVPPOVJMV-GEVRCRHISA-N	Niemann-Pick C1-like protein 1 (NPC1L1) Inhibitors;ABCA1 Expression Inhibitors;HMGCS2 Expression Enhancers;Cholesterol Absorption Inhibitors	NPC1L1	29881	9606	Homo sapiens
KYWWJENKIMRJBI-UHFFFAOYSA-N	Liver X Receptor (LXR) Agonists;ABCA1 Expression Enhancers	ABCA1	19	9606	Homo sapiens
KYWWJENKIMRJBI-UHFFFAOYSA-N	Liver X Receptor (LXR) Agonists;ABCA1 Expression Enhancers	NR1H2	7376	9606	Homo sapiens
NAXSRXHZFIBFMI-UHFFFAOYSA-N	Liver X Receptor (LXR) Agonists;ABCA1 Expression Enhancers	NR1H2	7376	9606	Homo sapiens
NAXSRXHZFIBFMI-UHFFFAOYSA-N	Liver X Receptor (LXR) Agonists;ABCA1 Expression Enhancers	NR1H3	10062	9606	Homo sapiens
WLVCZYGIAIOYFH-UHFFFAOYSA-N	5-HT3 receptor antagonist	HTR3B	9177	9606	Homo sapiens
WLVCZYGIAIOYFH-UHFFFAOYSA-N	5-HT3 receptor antagonist	HTR3C	170572	9606	Homo sapiens
WLVCZYGIAIOYFH-UHFFFAOYSA-N	5-HT3 receptor antagonist	HTR3D	200909	9606	Homo sapiens
WLVCZYGIAIOYFH-UHFFFAOYSA-N	5-HT3 receptor antagonist	HTR3E	285242	9606	Homo sapiens
SHGAZHPCJJPHSC-ZVCIMWCZSA-N	ABCA1 Expression Enhancers;Retinoid RAR Agonists;Retinoid RXR Agonists	ABCA1	19	9606	Homo sapiens
SHGAZHPCJJPHSC-ZVCIMWCZSA-N	ABCA1 Expression Enhancers;Retinoid RAR Agonists;Retinoid RXR Agonists	RARA	5914	9606	Homo sapiens
SHGAZHPCJJPHSC-ZVCIMWCZSA-N	ABCA1 Expression Enhancers;Retinoid RAR Agonists;Retinoid RXR Agonists	RXRA	6256	9606	Homo sapiens
JQSAYKKFZOSZGJ-UHFFFAOYSA-N	P-Glycoprotein (MDR-1) Inhibitors;Calcium Channel Blockers	CACNA1A	773	9606	Homo sapiens
JQSAYKKFZOSZGJ-UHFFFAOYSA-N	P-Glycoprotein (MDR-1) Inhibitors;Calcium Channel Blockers	ABCB1	5243	9606	Homo sapiens
DBABZHXKTCFAPX-UHFFFAOYSA-N	MRP-1 Inhibitors;TRPV2 (Vanilloid VR2 Receptor) Agonists	ABCC1	4363	9606	Homo sapiens
DBABZHXKTCFAPX-UHFFFAOYSA-N	MRP-1 Inhibitors;TRPV2 (Vanilloid VR2 Receptor) Agonists	SLC22A6	9356	9606	Homo sapiens
DBABZHXKTCFAPX-UHFFFAOYSA-N	MRP-1 Inhibitors;TRPV2 (Vanilloid VR2 Receptor) Agonists	TRPV2	51393	9606	Homo sapiens
MLKXDPUZXIRXEP-MFOYZWKCSA-N	ABCC1 Expression Enhancers;ABCC3 Expression Enhancers;Non-Steroidal Antiinflammatory Drugs;NF-kappaB (NFKB) Activation Inhibitors	PTGS2	5743	9606	Homo sapiens
MLKXDPUZXIRXEP-MFOYZWKCSA-N	ABCC1 Expression Enhancers;ABCC3 Expression Enhancers;Non-Steroidal Antiinflammatory Drugs;NF-kappaB (NFKB) Activation Inhibitors	TTR	7276	9606	Homo sapiens
MLKXDPUZXIRXEP-MFOYZWKCSA-N	ABCC1 Expression Enhancers;ABCC3 Expression Enhancers;Non-Steroidal Antiinflammatory Drugs;NF-kappaB (NFKB) Activation Inhibitors	ABCC3	8714	9606	Homo sapiens
AXUZQJFHDNNPFG-UXBLZVDNSA-N	Leukotriene CysLT1 (LTD4) Antagonists;Leukotriene Synthesis Inhibitors	ABCC4	10257	9606	Homo sapiens
AXUZQJFHDNNPFG-UXBLZVDNSA-N	Leukotriene CysLT1 (LTD4) Antagonists;Leukotriene Synthesis Inhibitors	CYSLTR1	10800	9606	Homo sapiens
BOVGTQGAOIONJV-UHFFFAOYSA-N	K(ATP) Channel Blockers	KCNJ11	3767	9606	Homo sapiens
BOVGTQGAOIONJV-UHFFFAOYSA-N	K(ATP) Channel Blockers	ABCC8	6833	9606	Homo sapiens
BOVGTQGAOIONJV-UHFFFAOYSA-N	K(ATP) Channel Blockers	ABCC9	10060	9606	Homo sapiens
ZNNLBTZKUZBEKO-UHFFFAOYSA-N	K(ATP) Channel Blockers	KCNJ8	3764	9606	Homo sapiens
ZNNLBTZKUZBEKO-UHFFFAOYSA-N	K(ATP) Channel Blockers	KCNJ11	3767	9606	Homo sapiens
ZNNLBTZKUZBEKO-UHFFFAOYSA-N	K(ATP) Channel Blockers	ABCC8	6833	9606	Homo sapiens
ZNNLBTZKUZBEKO-UHFFFAOYSA-N	K(ATP) Channel Blockers	ABCC9	10060	9606	Homo sapiens
RJLZHYQYYJPEOG-RIYZIHGNSA-N	Potassium Channel Activators;"Breast Cancer-Resistant Protein (BCRP; ABCG2) Inhibitors"	ABCG2	9429	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	ABCG2	9429	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B10	3028	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B7	51478	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B2	3294	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B8	7923	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B6	8630	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B12	51144	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B11	51170	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B14	51171	9606	Homo sapiens
RTIXKCRFFJGDFG-UHFFFAOYSA-N	Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants"	HSD17B13	345275	9606	Homo sapiens
QWQOWMCNZNPRMC-UHFFFAOYSA-N	Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways	ABL1	25	9606	Homo sapiens
KTUFNOKKBVMGRW-UHFFFAOYSA-N	Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways	ABL1	25	9606	Homo sapiens
KTUFNOKKBVMGRW-UHFFFAOYSA-N	Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways	DDR1	780	9606	Homo sapiens
KTUFNOKKBVMGRW-UHFFFAOYSA-N	Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways	KIT	3815	9606	Homo sapiens
KTUFNOKKBVMGRW-UHFFFAOYSA-N	Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways	PDGFRA	5156	9606	Homo sapiens
KTUFNOKKBVMGRW-UHFFFAOYSA-N	Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways	PDGFRB	5159	9606	Homo sapiens
KTUFNOKKBVMGRW-UHFFFAOYSA-N	Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways	PPARG	5468	9606	Homo sapiens
PHXJVRSECIGDHY-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors	ABL1	25	9606	Homo sapiens
PHXJVRSECIGDHY-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors	ABL2	27	9606	Homo sapiens
PHXJVRSECIGDHY-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors	BCR	613	9606	Homo sapiens
IIQUYGWWHIHOCF-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors;"Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors"	ABL1	25	9606	Homo sapiens
IIQUYGWWHIHOCF-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors;"Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors"	BCR	613	9606	Homo sapiens
IIQUYGWWHIHOCF-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors;"Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors"	ABL2	27	9606	Homo sapiens
HHZIURLSWUIHRB-UHFFFAOYSA-N	Apoptosis Inducers;Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors	ABL1	25	9606	Homo sapiens
HHZIURLSWUIHRB-UHFFFAOYSA-N	Apoptosis Inducers;Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors	ABL2	27	9606	Homo sapiens
HHZIURLSWUIHRB-UHFFFAOYSA-N	Apoptosis Inducers;Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors	BCR	613	9606	Homo sapiens
HHZIURLSWUIHRB-UHFFFAOYSA-N	Apoptosis Inducers;Inhibitors of Signal Transduction Pathways;Bcr-Abl Kinase Inhibitors	PDGFRB	5159	9606	Homo sapiens
ZBNZXTGUTAYRHI-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors	ABL1	25	9606	Homo sapiens
ZBNZXTGUTAYRHI-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors	ABL2	27	9606	Homo sapiens
ZBNZXTGUTAYRHI-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors	BTK	695	9606	Homo sapiens
ZBNZXTGUTAYRHI-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors	FYN	2534	9606	Homo sapiens
ZBNZXTGUTAYRHI-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors	LCK	3932	9606	Homo sapiens
ZBNZXTGUTAYRHI-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors	MAPK12	6300	9606	Homo sapiens
ZBNZXTGUTAYRHI-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors	SRC	6714	9606	Homo sapiens
ZBNZXTGUTAYRHI-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors	YES1	7525	9606	Homo sapiens
GJINDJNJRPIQNH-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	ABL1	25	9606	Homo sapiens
GJINDJNJRPIQNH-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	BCR	613	9606	Homo sapiens
GJINDJNJRPIQNH-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	FGFR3	2261	9606	Homo sapiens
GJINDJNJRPIQNH-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	FLT3	2322	9606	Homo sapiens
GJINDJNJRPIQNH-UHFFFAOYSA-N	Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"Inhibitors of Signal Transduction Pathways;Flt3 (FLK2/STK1) Inhibitors;FGFR3 Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	ABL2	27	9606	Homo sapiens
MCBPHFHTGOTFPN-UHFFFAOYSA-N	VEGFR-2 (FLK-1/KDR) Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"VEGFR-2 (FLK-1/KDR) Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	ABL1	25	9606	Homo sapiens
MCBPHFHTGOTFPN-UHFFFAOYSA-N	VEGFR-2 (FLK-1/KDR) Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"VEGFR-2 (FLK-1/KDR) Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	BCR	613	9606	Homo sapiens
MCBPHFHTGOTFPN-UHFFFAOYSA-N	VEGFR-2 (FLK-1/KDR) Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"VEGFR-2 (FLK-1/KDR) Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	KDR	3791	9606	Homo sapiens
MCBPHFHTGOTFPN-UHFFFAOYSA-N	VEGFR-2 (FLK-1/KDR) Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors;"VEGFR-2 (FLK-1/KDR) Inhibitors;Bcr-Abl Kinase Inhibitors;Angiogenesis Inhibitors"	ABL2	27	9606	Homo sapiens
ZIQFYVPVJZEOFS-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;"Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors"	ABL1	25	9606	Homo sapiens
ZIQFYVPVJZEOFS-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;"Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors"	BCR	613	9606	Homo sapiens
ZIQFYVPVJZEOFS-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;"Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors"	SRC	6714	9606	Homo sapiens
ZIQFYVPVJZEOFS-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;"Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors"	ABL2	27	9606	Homo sapiens
UPCODGKQZAKIAC-UHFFFAOYSA-N	EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors;"EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors"	ABL1	25	9606	Homo sapiens
UPCODGKQZAKIAC-UHFFFAOYSA-N	EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors;"EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors"	EGFR	1956	9606	Homo sapiens
UPCODGKQZAKIAC-UHFFFAOYSA-N	EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors;"EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors"	SRC	6714	9606	Homo sapiens
UPCODGKQZAKIAC-UHFFFAOYSA-N	EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors;"EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors"	ABL2	27	9606	Homo sapiens
UPCODGKQZAKIAC-UHFFFAOYSA-N	EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors;"EGFR (HER1;erbB1) Inhibitors;Abl Kinase Inhibitors;Protein Kinase C (PKC) Inhibitors"	ERBB2	2064	9606	Homo sapiens
AZGIWMKLPRJOPT-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;EphB4 Inhibitors;"Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;EphB4 Inhibitors"	ABL1	25	9606	Homo sapiens
AZGIWMKLPRJOPT-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;EphB4 Inhibitors;"Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;EphB4 Inhibitors"	EPHB4	2050	9606	Homo sapiens
AZGIWMKLPRJOPT-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;EphB4 Inhibitors;"Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;EphB4 Inhibitors"	SRC	6714	9606	Homo sapiens
AZGIWMKLPRJOPT-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;EphB4 Inhibitors;"Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors;EphB4 Inhibitors"	ABL2	27	9606	Homo sapiens
OUKYUETWWIPKQR-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors	ABL1	25	9606	Homo sapiens
OUKYUETWWIPKQR-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors	ABL2	27	9606	Homo sapiens
OUKYUETWWIPKQR-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors	CSK	1445	9606	Homo sapiens
OUKYUETWWIPKQR-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors	SRC	6714	9606	Homo sapiens
OUKYUETWWIPKQR-UHFFFAOYSA-N	Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Abl Kinase Inhibitors	YES1	7525	9606	Homo sapiens
