cmpd_sample_id	inchi_key	smiles	cas_number	moa
DB-32-FS68	ABFMMCZFKUIJGQ-UHFFFAOYSA-N	O=[N+]([O-])c1cc(CNCP(=O)(O)O)c2nc(O)c(O)nc2c1	1230388-35-8	AMPA Antagonists
MA-45-US84	ABGOSOMRWSYAOB-UHFFFAOYSA-N	Clc1cc2c(NC3CCCC3)nnc(-c3ccncc3)c2cc1Cl		SUV420H1/H2 inhibitor;kmt5b and kmt5c inhibitor
JD-48-EV39	ABGYSGBNWQSGJD-UHFFFAOYSA-N	O=C(O)Cc1cccc2c(=O)c3ccccc3oc12		
AB-64-NN66	ABSJDZWNXDCDKP-UHFFFAOYSA-N	CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)c(Cl)c1		CRTh2 antagonist
HD-44-WW47	ABVSYWGFUNXYAC-UHFFFAOYSA-N	O=C1Nc2ccc(S(=O)(=O)NCc3ccc(F)cc3)cc2/C1=N/Nc1cccc(C(=O)O)c1	1051387-90-6	Protein Tyrosine Phosphatase SHP-2 (PTP2C) Inhibitors
BA-38-MT25	ABWOWIYOHHZBRY-QQHIZMLBSA-N	CCc1nn2c(C)cc(C)nc2c1Cc1ccc(/C=C/CN2CCN(C[C@@H](O)CO)CC2)cc1		
FD-77-ZV22	ABXIUYMKZDZUDC-UHFFFAOYSA-N	Cc1cncc(-c2nc(NCCc3c[nH]c4ccccc34)c3ncn(C(C)C)c3n2)c1	1227634-69-6	Aryl hydrocarbon receptor antagonist
EA-90-WH82	ABYSNRYCRYBNHA-UHFFFAOYSA-N	CC1(Nc2nc(-c3ccn[nH]3)nc3cnccc23)CC1		
AA-10-VR76	ACGUYXCXAPNIKK-UHFFFAOYSA-N	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl	139411-96-4	Large Conductance K(Ca) 1.1 (BK, maxi K+) Channel Activators;Ectonucleotide Pyrophosphatase/Phosphodiesterase 2 (ENPP2;Autotaxin) Inhibitors
AB-02-CF97	ACLUEOBQFRYTQS-UHFFFAOYSA-N	CC(C)(C)C1CCc2c(sc(NC(=O)c3ccco3)c2C(=O)O)C1	407587-33-1	Calcium activated chloride channel 1 inhibitor
BA-38-XM43	ACNHBCIZLNNLRS-UBGQALKQSA-N	CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O	57186-25-1	
CE-69-HJ13	ACPOUJIDANTYHO-UHFFFAOYSA-N	O=C1c2ccccc2-c2n[nH]c3cccc1c23	120093-15-4	AP-1 Inhibitors;Inhibitors of Signal Transduction Pathways;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;SAPK1a (JNK2) Inhibitors;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors;AP-1 Inhibitors;Inhibitors of Signal Transduction Pathways;Leucine-Rich Repeat Kinase 2 (LRRK2;Dardarin) Inhibitors;SAPK1a (JNK2) Inhibitors;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors
AD-10-ZS64	ACRHBAYQBXXRTO-OAQYLSRUSA-N	COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2		
DC-13-RZ62	ACTIUHUUMQJHFO-UPTCCGCDSA-N	COC1=C(OC)C(=O)C(C/C=C(\\C)CC/C=C(\\C)CC/C=C(\\C)CC/C=C(\\C)CC/C=C(\\C)CC/C=C(\\C)CC/C=C(\\C)CC/C=C(\\C)CC/C=C(\\C)CCC=C(C)C)=C(C)C1=O		
KC-71-KK26	ACVGNKYJVGNLIL-UHFFFAOYSA-N	COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1	104104-50-9	GABA(A) Receptor Antagonists
AF-72-PP21	ADEBPBSSDYVVLD-UHFFFAOYSA-N	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	110119-84-1	Acetylcholinesterase Inhibitors
OE-03-IU44	ADFGMTGMCUBKEF-GASCZTMLSA-N	Cc1nc2c(-c3cc(N4C[C@@H](C)O[C@@H](C)C4)ccc3F)cnn2c(N)c1-c1cccc(Cl)c1		
XF-97-DS48	ADLYBSSJKFIGDM-UHFFFAOYSA-N	Cc1cccc(C)c1-c1cccc(COc2ccc(CCC(=O)O)cc2)c1	691900-43-3	FFAR1 agonist;Free Fatty Acid Receptor 1 (FFAR1;GPR40) Agonists
KB-57-TK65	ADPBTBPPIIKLEH-UHFFFAOYSA-N	COc1cc(O)c(C(=O)O)c(-c2cc(O)c(O)cc2C)c1	1402-75-1	Neutral Sphingomyelinase (N-SMase) Inhibitors;HIV Integrase Inhibitors
CB-88-OC19	ADUKCCWBEDSMEB-NSHDSACASA-N	CC(C)NC[C@H](O)COc1ccc(O)cc1	57526-81-5	beta-Adrenoceptor Agonists
AE-57-PS55	ADZBMFGQQWPHMJ-WMLDXEAASA-N	CNC(=O)c1cc(Oc2ccc3nc(N[C@H]4CCCC[C@H]4O)sc3c2)ccn1		CSF1R gene antagonist
BC-76-HY47	AECDBHGVIIRMOI-UHFFFAOYSA-N	Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCC2)C1	475488-34-7	MTH1 inhibitor;IGF1R inhibitor
AC-63-DM46	AEOCXXJPGCBFJA-UHFFFAOYSA-N	CCc1cc(C(N)=S)ccn1		
GD-79-JJ38	AEQDJSLRWYMAQI-UHFFFAOYSA-N	COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2	10097-84-4	5-HT Release Inhibitors
FE-95-PU35	AEVGCUSOXYKFKL-UHFFFAOYSA-N	Cc1nc(-c2ccc(Cl)cc2)sc1-c1ccnc(N)n1		
OA-86-XP09	AEZZPAQOEUQNBB-UHFFFAOYSA-N	CC1CC(=O)NN=C1c1ccc(-n2ccnc2)cc1	109745-32-6	Phosphodiesterase III Inhibitors
LA-27-FR67	AFCGFAGUEYAMAO-UHFFFAOYSA-N	CC(=O)NCCCS(=O)(=O)O	56180-94-0	mgluR);NMDA Antagonists;Drugs Acting on Glutamate Receptors (Metabotropic;mgluR);NMDA Antagonists;Drugs Acting on Glutamate Receptors (Metabotropic
OE-67-XG40	AFMXVBAHMGWYAZ-UHFFFAOYSA-N	Cc1ccc(-c2ccnc(Nc3cc(NC(=O)c4ccc(CN5CCN(C)CC5)cc4)ccc3C)n2)cn1	1032314-85-4	Inhibitors of Signal Transduction Pathways;KIT (C-KIT) Inhibitors
BC-87-ZP43	AFVLVVWMAFSXCK-VMPITWQZSA-N	N#C/C(=C\\c1ccc(O)cc1)C(=O)O	122520-77-8	Monocarboxylate Transporter 1 (MCT1) Inhibitors
EB-82-QI99	AFZWZVLPIMHLSE-UHFFFAOYSA-N	Cc1cc(C)c(S(=O)(=O)n2cc(C)cc2C)c(C)c1	885434-70-8	Guanine Nucleotide Exchange Factors (GEFs) Inhibitors
BC-01-VL44	AGBQKNBQESQNJD-SSDOTTSWSA-N	O=C(O)CCCC[C@@H]1CCSS1	1077-27-6	Pyruvate Dehydrogenase Activators
ND-68-CU31	AGKAAJMNNVUNDK-UHFFFAOYSA-N	O=C(NCCCN1CCCCCC1)C(c1ccccc1)C1CCCCC1	147614-21-9	Acetylcholine Release Enhancers
BC-52-NW28	AGLCGCXQQDBYKJ-UHFFFAOYSA-N	COc1cccc(NCCC2(c3ccccc3)CC(C)(C)OC(C)(C)C2)c1	1313603-22-3	Isoprenylcysteine Carboxyl Methyltransferase Inhibitors
GE-13-TV02	AGNFWIZBEATIAK-UHFFFAOYSA-N	NCCCCc1ccccc1	120375-45-3	Semicarbazide-Sensitive Amine Oxidase (SSAO| VAP-1)  Inhibitors
BD-19-MD69	AGPKZVBTJJNPAG-WHFBIAKZSA-N	CC[C@H](C)[C@H](N)C(=O)O	1160211-67-5	CRHR1 agonist;Apoptosis Inhibitors;Calcium Channels (Voltage-Gated) alpha2/delta Subunit Ligands;Branched Chain Amino Acid;CRHR1 agonist;Apoptosis Inhibitors;Calcium Channels (Voltage-Gated) alpha2/delta Subunit Ligands;Branched Chain Amino Acid
AC-47-ZI16	AGSPXMVUFBBBMO-UHFFFAOYSA-N	N#CCCN	1119-28-4	LOX inhibitor
GB-76-TN05	AGVNHDNTFYHZNL-QGZVFWFLSA-N	Cc1cccc(S(=O)(=O)N(C)[C@H](C)CCN2CCC(C)CC2)c1	1217674-10-6	5-HT7 Antagonists
GB-05-QT17	AGZMQTIIZFXACL-UHFFFAOYSA-N	NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1	7478-00-4	Carbonic anhydrase inhibitor
DA-87-JB14	AHGMXAFUHVRQAD-UHFFFAOYSA-N	COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]	50594-67-7	Protoporphyrinogen oxidase inhibitor
KB-84-OL45	AHIFMZUYRNPRJK-MHZLTWQESA-N	O=P(CN[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nn[nH]n1)(Oc1ccccc1)Oc1ccccc1	154116-34-4	Endothelin-Converting Enzyme (ECE) Inhibitors;Neprilysin (Enkephalinase, Neutral Endopeptidase, NEP) Inhibitors;Endothelin-Converting Enzyme (ECE) Inhibitors;Neprilysin (Enkephalinase, Neutral Endopeptidase, NEP) Inhibitors
AE-04-SN76	AHJRHEGDXFFMBM-UHFFFAOYSA-N	CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O	1279034-84-2	CDK6 Inhibitors;CDK4 Inhibitors
CA-48-JF51	AHJRSKVOELIMOX-RVXWVPLUSA-N	CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1	90596-73-9	Adenosine A2A Agonists;Adenosine A3 Agonists
FE-16-UK58	AIBHLZVVPXCTKY-SRCQZFHVSA-N	CN1C[C@H](Cn2cncn2)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	105579-47-3	Dopamine D1 Agonists;Dopamine D2 Agonists
BD-26-EO58	AIFRHYZBTHREPW-UHFFFAOYSA-N	c1ccc2c(c1)[nH]c1cnccc12	244-63-3	Indoleamine 2,3-dioxygenase Inhibitors;MAO-B Inhibitors
CB-05-AU50	AINBDMJFHOKBDF-UHFFFAOYSA-N	CC(=O)Nc1ccc2c(=O)n(O)c(=O)[nH]c2c1		Nucleotide Excision Repair Inhibitor
CA-17-XB39	AIONOLUJZLIMTK-AWEZNQCLSA-N	COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O	41001-90-5	Lipid Lowering Agents;Antioxidants;Triglyceride Lowering Agents;Cytochrome P450 CYP1B1 Inhibitors;TRPM3 Antagonists
VF-19-KA00	AIXMJTYHQHQJLU-UHFFFAOYSA-N	COC(=O)CC1CC(c2ccc(O)cc2)=NO1	478336-92-4	Macrophage Migration Inhibitory Factor (MIF) Inhibitors
FA-20-GU88	AJBBEYXFRYFVNM-UHFFFAOYSA-N	CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O	264622-58-4	Adenosine A2B Antagonists
BD-48-ZT65	AJCDZIDKYKCOMZ-AATRIKPKSA-N	CN(C(=O)CNC(=O)/C=C/c1cccc(Cl)c1)C1CC[S@SP2](=O)(=O)CC1		
BB-08-WM33	AJFFBPZYXRNAIC-UHFFFAOYSA-N	Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1	202463-68-1	CNR1 antagonist
YF-47-HO48	AJFGLTPLWPTALJ-SSDOTTSWSA-N	N[C@@](CF)(Cc1c[nH]cn1)C(=O)O	70050-43-0	Histidine Decarboxylase Inhibitors
RA-03-RQ19	AJIAMIPUWJQSPR-UHFFFAOYSA-N	Cn1cnnc1C1CCN(c2ncccc2-c2ccc(F)nc2)CC1		QPCT inhibitor
PC-74-OR34	AJKSBVCOTKODMF-UHFFFAOYSA-N	O=C1CC(=O)N(C2CCCC2)C(=O)N1CCc1cccc(Cl)c1	1391385-57-1	CACNA1D calcium channel subunit inhibitor
JC-14-YI23	AJPSBXJNFJCCBI-YPLOISPCSA-N	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@@H]2/C(=N/N=C2\\CC[C@@]4(O)C6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@@H]2O8)CC[C@@]3(O)C1C5		
KE-47-IA01	AJRGHIGYPXNABY-UHFFFAOYSA-N	COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1	950762-95-5	HDAC8 inhibitor
LB-55-UZ51	AKGUXECGGCUDCV-UXBLZVDNSA-N	NC(=O)N/N=C/c1ccccc1		
HC-83-TS50	AKJULTWNHWSAFM-UHFFFAOYSA-N	C[S@SP2](=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1	1426803-07-7	RORC gamma t inhibitor
DF-32-EL16	AKMNUCBQGHFICM-UHFFFAOYSA-N	Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1	249889-64-3	HCRTR1 antagonist;Orexin OX-1 Antagonists
BD-85-VR28	ALAPXRDQVUXCMS-SFHVURJKSA-N	Cc1ccc(-c2cnc3c(N[C@H](CO)Cc4cccnc4)nccn23)cc1		
YE-02-BO16	ALBKMJDFBZVHAK-UHFFFAOYSA-N	CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC	83910-44-5	Anxiolytics
AA-84-BX70	ALDJQYJOXDCKFF-BHDDXSALSA-N	CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCC)c(CC)cn2)C2CC2)C1	1093955-00-0	Renin Inhibitors
CC-51-KS26	ALFGDCNSEBJYSP-UHFFFAOYSA-N	CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12	160521-72-2	HTR2B agonist
AA-76-CL76	ALGFQPMFHIDLFQ-UHFFFAOYSA-N	Cc1ccc2oc(-c3cc(Br)ccc3O)cc(=O)c2c1	468060-99-3	
GC-90-GG29	ALHBJBCQLJZYON-ZQDZILKHSA-N	N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1	1431303-72-8	KDM1A (LSD1) inhibitor
AC-06-FB12	ALMACYDZFBMGOR-UHFFFAOYSA-N	COc1ccccc1Oc1ccc(N(Cc2cccnc2)S(=O)(=O)CC(F)(F)F)cc1	353229-59-1	mgluR2 Agonists
OE-91-GF88	ALRYLNXZUBATMZ-UHFFFAOYSA-N	C=C(c1ccc(C(=O)O)cn1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	1481629-73-5	Retinoid RXR Agonists
DE-57-XI06	ALSKYCOJJPXPFS-BBRMVZONSA-N	CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1	1328-90-1	Nicotinic alpha4beta2 Antagonists
AB-41-VZ28	ALWKGYPQUAPLQC-UHFFFAOYSA-N	CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1	114-80-7	Acetylcholinesterase Inhibitors
GD-59-QF63	AMAJXAHZCGMNST-UHFFFAOYSA-N	CC1=C2CC3(C)C(=CC(O)C(O)C3C)C=C2OC1=O		Progesterone Receptor Antagonists
DE-91-FH69	AMLKCBXPVBOXAU-UHFFFAOYSA-N	C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1cccc(OCCO)c1	478965-50-3	Calcium-Sensing Receptor (CaSR) Antagonists;Parathyroid Hormone Secretion Stimulants
